naam;samenvatting;thema;onderwerp;eigenaar;data url;data url error;kaart url;laagnaam
Potentieel biogas uit reststromen akkerbouw (GJ/ha.jaar);Deze dataset toont het potentieel aan biogas in GJ/(ha.jaar) dat uit reststromen van akkerbouw geproduceerd kan worden.;Inspire;;Rijksdienst voor Ondernemend Nederland (RvO);"=HYPERLINK(""http://geodata.nationaalgeoregister.nl/reststromen/wfs?SERVICE=WFS&VERSION=1.1.0&REQUEST=GetFeature&TYPENAME=biogasakkerbouw&OUTPUTFORMAT=json&SRSNAME=EPSG:4326"")";;"=HYPERLINK(""http://geodata.nationaalgeoregister.nl/reststromen/wms?SERVICE=WMS&VERSION=1.0.0&REQUEST=GetMap&LAYERS=biogasakkerbouw&STYLES=&BBOX=13014,306243,286599,623492&WIDTH=400&HEIGHT=500&FORMAT=image/png&SRS=EPSG:28992"")";biogasakkerbouw
Grondwaterbeschermingsgebieden;Grondwaterbeschermingsgebieden, samengesteld uit provinciale bestanden;Inspire;;Interprovinciaal Overleg (IPO);"=HYPERLINK(""http://services.inspire-provincies.nl/AreaManagement/services/view_AM"")";;"=HYPERLINK(""http://services.inspire-provincies.nl/AreaManagement/services/view_AM?SERVICE=WMS&VERSION=1.0.0&REQUEST=GetMap&LAYERS=AM.DrinkingWaterProtectionArea&STYLES=&BBOX=13014,306243,286599,623492&WIDTH=400&HEIGHT=500&FORMAT=image/png&SRS=EPSG:28992"")";AM.DrinkingWaterProtectionArea
Windsnelheden op 100m hoogte (m/s);Windsnelheden op 100m hoogte (m/s);Inspire;;Rijksdienst voor Ondernemend Nederland (RvO);"=HYPERLINK(""http://geodata.nationaalgeoregister.nl/windkaart/wfs?SERVICE=WFS&VERSION=1.1.0&REQUEST=GetFeature&TYPENAME=windsnelheden100m&OUTPUTFORMAT=json&SRSNAME=EPSG:4326"")";;"=HYPERLINK(""http://geodata.nationaalgeoregister.nl/windkaart/wms?SERVICE=WMS&VERSION=1.0.0&REQUEST=GetMap&LAYERS=windsnelheden100m&STYLES=&BBOX=13014,306243,286599,623492&WIDTH=400&HEIGHT=500&FORMAT=image/png&SRS=EPSG:28992"")";windsnelheden100m
Magnitude van de laatste 100 aardbevingen in Nederland;De magnitude van de laatste 100 aardbevingen in Nederland;Inspire;;Koninklijk Nederlands Meteorologisch Instituut (KNMI);"=HYPERLINK(""http://data.knmi.nl/inspire/atom?dataset=urn:xkdc:ds:nl.knmi::aardbevingen_nederland/1/"")";;"=HYPERLINK(""http://data.knmi.nl/inspire/atom?dataset=urn:xkdc:ds:nl.knmi::aardbevingen_nederland/1/?SERVICE=WMS&VERSION=1.0.0&REQUEST=GetMap&LAYERS=magnitude&STYLES=&BBOX=13014,306243,286599,623492&WIDTH=400&HEIGHT=500&FORMAT=image/png&SRS=EPSG:28992"")";magnitude
Potentieel houtachtige biomassa uit bos (GJ/ha.jaar);Deze dataset toont het potentieel aan houtachtige biomassa uit bos.;Inspire;;Rijksdienst voor Ondernemend Nederland (RvO);"=HYPERLINK(""http://geodata.nationaalgeoregister.nl/reststromen/wfs?SERVICE=WFS&VERSION=1.1.0&REQUEST=GetFeature&TYPENAME=houtachtigebiomassabos&OUTPUTFORMAT=json&SRSNAME=EPSG:4326"")";;"=HYPERLINK(""http://geodata.nationaalgeoregister.nl/reststromen/wms?SERVICE=WMS&VERSION=1.0.0&REQUEST=GetMap&LAYERS=houtachtigebiomassabos&STYLES=&BBOX=13014,306243,286599,623492&WIDTH=400&HEIGHT=500&FORMAT=image/png&SRS=EPSG:28992"")";houtachtigebiomassabos
Totaal potentieel houtachtige biomassa (GJ/ha.jaar);Deze dataset toont het totaal potentieel aan houtachtige biomassa.;Inspire;;Rijksdienst voor Ondernemend Nederland (RvO);"=HYPERLINK(""http://geodata.nationaalgeoregister.nl/reststromen/wfs?SERVICE=WFS&VERSION=1.1.0&REQUEST=GetFeature&TYPENAME=totaalpotentieelhoutachtigebiomassa&OUTPUTFORMAT=json&SRSNAME=EPSG:4326"")";;"=HYPERLINK(""http://geodata.nationaalgeoregister.nl/reststromen/wms?SERVICE=WMS&VERSION=1.0.0&REQUEST=GetMap&LAYERS=totaalpotentieelhoutachtigebiomassa&STYLES=&BBOX=13014,306243,286599,623492&WIDTH=400&HEIGHT=500&FORMAT=image/png&SRS=EPSG:28992"")";totaalpotentieelhoutachtigebiomassa
Totaal potentieel biogas per gemeente (GJ/ha.jaar);Deze dataset toont het totale potentieel aan biogas in GJ/(ha.jaar) dat geproduceerd kan worden;Inspire;;Rijksdienst voor Ondernemend Nederland (RvO);"=HYPERLINK(""http://geodata.nationaalgeoregister.nl/reststromen/wfs?SERVICE=WFS&VERSION=1.1.0&REQUEST=GetFeature&TYPENAME=totaalpotentieelbiogas&OUTPUTFORMAT=json&SRSNAME=EPSG:4326"")";;"=HYPERLINK(""http://geodata.nationaalgeoregister.nl/reststromen/wms?SERVICE=WMS&VERSION=1.0.0&REQUEST=GetMap&LAYERS=totaalpotentieelbiogas&STYLES=&BBOX=13014,306243,286599,623492&WIDTH=400&HEIGHT=500&FORMAT=image/png&SRS=EPSG:28992"")";totaalpotentieelbiogas
Bestand Veehouderijbedrijven - Bedrijven;Locaties veehouderijbedrijven provincie Gelderland, Utrecht en Overijssel met open data uit gemeentelijke vergunning of melding;Inspire;;Interprovinciaal Overleg (IPO);"=HYPERLINK(""http://services.inspire-provincies.nl/AgriculturalAndAquacultureFacilities/services/view_AF"")";;"=HYPERLINK(""http://services.inspire-provincies.nl/AgriculturalAndAquacultureFacilities/services/view_AF?SERVICE=WMS&VERSION=1.0.0&REQUEST=GetMap&LAYERS=AF.BestandVeehouderijbedrijven.bedrijf&STYLES=&BBOX=13014,306243,286599,623492&WIDTH=400&HEIGHT=500&FORMAT=image/png&SRS=EPSG:28992"")";AF.BestandVeehouderijbedrijven.bedrijf
Nationale Landschappen;In deze dataset vindt u de begrenzingen van de nationale landschappen.;Inspire;;Interprovinciaal Overleg (IPO);"=HYPERLINK(""http://services.inspire-provincies.nl/ProtectedSites/services/view_PS"")";;"=HYPERLINK(""http://services.inspire-provincies.nl/ProtectedSites/services/view_PS?SERVICE=WMS&VERSION=1.0.0&REQUEST=GetMap&LAYERS=PS.ProtectedSiteNationaleLandschappen&STYLES=&BBOX=13014,306243,286599,623492&WIDTH=400&HEIGHT=500&FORMAT=image/png&SRS=EPSG:28992"")";PS.ProtectedSiteNationaleLandschappen
Bodemopbouw in NL 1:50.000;De kaart van de bodemopbouw in Nederland uit 2006 op schaalniveau 1:50000;Inspire;;Alterra, Wageningen UR;"=HYPERLINK("""")";Requested version '1.1.0' is not supported by this service. Supported versions are '2.0.0'. ;"=HYPERLINK(""http://www.broinspireservices.nl/wms/ossosgm-a-v1.0?SERVICE=WMS&VERSION=1.0.0&REQUEST=GetMap&LAYERS=SO.SoilBody&STYLES=&BBOX=13014,306243,286599,623492&WIDTH=400&HEIGHT=500&FORMAT=image/png&SRS=EPSG:28992"")";SO.SoilBody
Mijnbouwwet-vergunningen (opsporing, winning en opslag) (uit DINO);Deze dataset bevat de aangevraagde vergunningen en de door het ministerie van Economische zaken uitgegeven vergunningen met betrekking tot activiteiten zoals beschreven in de Mijnbouwwet.;Inspire;;TNO Geologische Dienst Nederland;"=HYPERLINK("""")";404;"=HYPERLINK(""http://www.gdngeoservices.nl/inspire/am-wms?SERVICE=WMS&VERSION=1.0.0&REQUEST=GetMap&LAYERS=AM.ProspectingAndMiningPermitArea&STYLES=&BBOX=13014,306243,286599,623492&WIDTH=400&HEIGHT=500&FORMAT=image/png&SRS=EPSG:28992"")";AM.ProspectingAndMiningPermitArea
Fysisch Geografische Regio's 2013;Indeling van Nederland in Fysisch-Geografische Regio's.;Inspire;;Ministerie van Economische Zaken;"=HYPERLINK(""http://geodata.nationaalgeoregister.nl/fysischgeografischeregios/wfs?SERVICE=WFS&VERSION=1.1.0&REQUEST=GetFeature&TYPENAME=fysischgeografischeregios&OUTPUTFORMAT=json&SRSNAME=EPSG:4326"")";;"=HYPERLINK(""http://geodata.nationaalgeoregister.nl/fysischgeografischeregios/wms?SERVICE=WMS&VERSION=1.0.0&REQUEST=GetMap&LAYERS=fysischgeografischeregios&STYLES=&BBOX=13014,306243,286599,623492&WIDTH=400&HEIGHT=500&FORMAT=image/png&SRS=EPSG:28992"")";fysischgeografischeregios
Provinciale monumenten;De panden, maar ook dijken, grenspalen en gemeenteoverschrijdende objecten die zijn opgenomen op een provinciale monumentenlijst;Inspire;;Interprovinciaal Overleg (IPO);"=HYPERLINK(""http://services.inspire-provincies.nl/ProtectedSites/services/view_PS"")";;"=HYPERLINK(""http://services.inspire-provincies.nl/ProtectedSites/services/view_PS?SERVICE=WMS&VERSION=1.0.0&REQUEST=GetMap&LAYERS=PS.ProtectedSiteProvincialeMonumenten&STYLES=&BBOX=13014,306243,286599,623492&WIDTH=400&HEIGHT=500&FORMAT=image/png&SRS=EPSG:28992"")";PS.ProtectedSiteProvincialeMonumenten
Bodemgebruik 2010;Deze dataset geeft inzicht in hoe we verspreid over Nederland gebruik maken van het land.;Inspire;;Centraal Bureau voor de Statistiek;"=HYPERLINK(""http://geodata.nationaalgeoregister.nl/bestandbodemgebruik2010/wfs?SERVICE=WFS&VERSION=1.1.0&REQUEST=GetFeature&TYPENAME=bestandbodemgebruik2010:bbg2010&OUTPUTFORMAT=json&SRSNAME=EPSG:4326"")";;"=HYPERLINK(""http://geodata.nationaalgeoregister.nl/bestandbodemgebruik2010/wms?SERVICE=WMS&VERSION=1.0.0&REQUEST=GetMap&LAYERS=bestandbodemgebruik2010:bbg2010&STYLES=&BBOX=13014,306243,286599,623492&WIDTH=400&HEIGHT=500&FORMAT=image/png&SRS=EPSG:28992"")";bestandbodemgebruik2010:bbg2010
Potentieel huishoudelijk hout en snoeiafval (GJ/ha.jaar);Huishoudelijk hout en snoeiafval per oppervlak per gemeente in GJ/(ha.jaar);Inspire;;Rijksdienst voor Ondernemend Nederland (RvO);"=HYPERLINK(""http://geodata.nationaalgeoregister.nl/reststromen/wfs?SERVICE=WFS&VERSION=1.1.0&REQUEST=GetFeature&TYPENAME=huishoudelijkhoutensnoeiafval&OUTPUTFORMAT=json&SRSNAME=EPSG:4326"")";;"=HYPERLINK(""http://geodata.nationaalgeoregister.nl/reststromen/wms?SERVICE=WMS&VERSION=1.0.0&REQUEST=GetMap&LAYERS=huishoudelijkhoutensnoeiafval&STYLES=&BBOX=13014,306243,286599,623492&WIDTH=400&HEIGHT=500&FORMAT=image/png&SRS=EPSG:28992"")";huishoudelijkhoutensnoeiafval
Schelpdierpercelen 2014;De schelpdierenpercelen in Nederland;Inspire;;Ministerie van Economische Zaken - Directie Dierlijke Agroketens en Dierenwelzijn;"=HYPERLINK(""http://geodata.nationaalgeoregister.nl/schelpdierenpercelen/wfs?SERVICE=WFS&VERSION=1.1.0&REQUEST=GetFeature&TYPENAME=schelpdierenpercelen&OUTPUTFORMAT=json&SRSNAME=EPSG:4326"")";;"=HYPERLINK(""http://geodata.nationaalgeoregister.nl/schelpdierenpercelen/wms?SERVICE=WMS&VERSION=1.0.0&REQUEST=GetMap&LAYERS=schelpdierenpercelen&STYLES=&BBOX=13014,306243,286599,623492&WIDTH=400&HEIGHT=500&FORMAT=image/png&SRS=EPSG:28992"")";schelpdierenpercelen
Potentieel biogas uit GFT-afval (GJ/ha.jaar);Deze dataset toont het potentieel aan biogas in GJ/(ha.jaar) dat uit groente, fruit en tuinafval (GFT) kan worden geproduceerd.;Inspire;;Rijksdienst voor Ondernemend Nederland (RvO);"=HYPERLINK(""http://geodata.nationaalgeoregister.nl/reststromen/wfs?SERVICE=WFS&VERSION=1.1.0&REQUEST=GetFeature&TYPENAME=biogasgft&OUTPUTFORMAT=json&SRSNAME=EPSG:4326"")";;"=HYPERLINK(""http://geodata.nationaalgeoregister.nl/reststromen/wms?SERVICE=WMS&VERSION=1.0.0&REQUEST=GetMap&LAYERS=biogasgft&STYLES=&BBOX=13014,306243,286599,623492&WIDTH=400&HEIGHT=500&FORMAT=image/png&SRS=EPSG:28992"")";biogasgft
Olie- en gasvelden (Koolwaterstoffen uit DINO);Olie- en gasvelden (Koolwaterstoffen uit DINO);Inspire;;TNO Geologische Dienst Nederland;"=HYPERLINK("""")";404;"=HYPERLINK(""http://www.gdngeoservices.nl/inspire/er-wms?SERVICE=WMS&VERSION=1.0.0&REQUEST=GetMap&LAYERS=ER.FossilFuelResource&STYLES=&BBOX=13014,306243,286599,623492&WIDTH=400&HEIGHT=500&FORMAT=image/png&SRS=EPSG:28992"")";ER.FossilFuelResource
Aardkundige Waarden;In deze dataset vindt u gegevens over onderdelen van het landschap die iets vertellen over de natuurlijke ontstaanswijze van het gebied.;Inspire;;Interprovinciaal Overleg (IPO);"=HYPERLINK(""http://services.inspire-provincies.nl/ProtectedSites/services/view_PS"")";;"=HYPERLINK(""http://services.inspire-provincies.nl/ProtectedSites/services/view_PS?SERVICE=WMS&VERSION=1.0.0&REQUEST=GetMap&LAYERS=PS.ProtectedSiteAardkundigeWaarden&STYLES=&BBOX=13014,306243,286599,623492&WIDTH=400&HEIGHT=500&FORMAT=image/png&SRS=EPSG:28992"")";PS.ProtectedSiteAardkundigeWaarden
Aardwarmtepotentiekaarten van Nederland (uit DINO);In dit bestand vindt u een classificering van gebieden naar hun totale potentie om aardwarmte te winnen uit watervoerende lagen in de ondergrond (aquifers).;Inspire;;TNO Geologische Dienst Nederland;"=HYPERLINK("""")";403;"=HYPERLINK(""http://www.gdngeoservices.nl/wms/dinomap/M13M0023?SERVICE=WMS&VERSION=1.0.0&REQUEST=GetMap&LAYERS=M13M0023&STYLES=&BBOX=13014,306243,286599,623492&WIDTH=400&HEIGHT=500&FORMAT=image/png&SRS=EPSG:28992"")";M13M0023
Kwaliteit van drinkwater in Nederland (2012);kwaliteit van het drinkwater in 2012;Inspire;;Rijksinstituut voor Volksgezondheid en Milieu (RIVM);"=HYPERLINK(""http://inspire.rivm.nl/geoserver/wfs?SERVICE=WFS&VERSION=1.1.0&REQUEST=GetFeature&TYPENAME=inspire:drinking_water_2012&OUTPUTFORMAT=json&SRSNAME=EPSG:4326"")";;"=HYPERLINK(""http://inspire.rivm.nl/geoserver/wms?SERVICE=WMS&VERSION=1.0.0&REQUEST=GetMap&LAYERS=inspire:drinking_water_2012&STYLES=&BBOX=13014,306243,286599,623492&WIDTH=400&HEIGHT=500&FORMAT=image/png&SRS=EPSG:28992"")";inspire:drinking_water_2012
Wetlandgebieden 2005 (RAMSAR);In deze dataset vindt u de Nederlandse Wetlandgebieden.;Inspire;;Ministerie van Economische Zaken;"=HYPERLINK(""http://geodata.nationaalgeoregister.nl/wetlands/wfs?SERVICE=WFS&VERSION=1.1.0&REQUEST=GetFeature&TYPENAME=wetlands&OUTPUTFORMAT=json&SRSNAME=EPSG:4326"")";;"=HYPERLINK(""http://geodata.nationaalgeoregister.nl/wetlands/wms?SERVICE=WMS&VERSION=1.0.0&REQUEST=GetMap&LAYERS=wetlands&STYLES=&BBOX=13014,306243,286599,623492&WIDTH=400&HEIGHT=500&FORMAT=image/png&SRS=EPSG:28992"")";wetlands
Ligging industrie en CO2 emissies;Deze dataset bevat de ligging van industrie en CO2 emissies om potentie van restwarmtebronnen uit industrie in beeld te brengen.;Inspire;;Rijksdienst voor Ondernemend Nederland (RvO);"=HYPERLINK(""http://geodata.nationaalgeoregister.nl/restwarmte/wfs?SERVICE=WFS&VERSION=1.1.0&REQUEST=GetFeature&TYPENAME=liggingindustrieco2&OUTPUTFORMAT=json&SRSNAME=EPSG:4326"")";;"=HYPERLINK(""http://geodata.nationaalgeoregister.nl/restwarmte/wms?SERVICE=WMS&VERSION=1.0.0&REQUEST=GetMap&LAYERS=liggingindustrieco2&STYLES=&BBOX=13014,306243,286599,623492&WIDTH=400&HEIGHT=500&FORMAT=image/png&SRS=EPSG:28992"")";liggingindustrieco2
Zoutvelden in Nederland (uit DINO);Deze dataset toont u de locaties van de zoutvelden en de zoutproductieputten;Inspire;;TNO Geologische Dienst Nederland;"=HYPERLINK("""")";404;"=HYPERLINK(""http://www.gdngeoservices.nl/inspire/mr-wms?SERVICE=WMS&VERSION=1.0.0&REQUEST=GetMap&LAYERS=MR.MineralOccurrence,MR.Mine&STYLES=&BBOX=13014,306243,286599,623492&WIDTH=400&HEIGHT=500&FORMAT=image/png&SRS=EPSG:28992"")";MR.MineralOccurrence,MR.Mine
Potentieel biogas uit vloeibare mest in GJ/(ha.jaar);Deze kaart is een weergave van het potentieel aan biogas in GJ/(ha.jaar) dat uit vloeibare mest geproduceerd kan worden per gemeente.;Inspire;;Rijksdienst voor Ondernemend Nederland (RvO);"=HYPERLINK(""http://geodata.nationaalgeoregister.nl/reststromen/wfs?SERVICE=WFS&VERSION=1.1.0&REQUEST=GetFeature&TYPENAME=biogasvloeibaremest&OUTPUTFORMAT=json&SRSNAME=EPSG:4326"")";;"=HYPERLINK(""http://geodata.nationaalgeoregister.nl/reststromen/wms?SERVICE=WMS&VERSION=1.0.0&REQUEST=GetMap&LAYERS=biogasvloeibaremest&STYLES=&BBOX=13014,306243,286599,623492&WIDTH=400&HEIGHT=500&FORMAT=image/png&SRS=EPSG:28992"")";biogasvloeibaremest
Mosselzaadinvang- installaties 2014;Hier vindt u de gebieden en de percelen, in eigendom van het Rijk, waarop mosselzaad invanginstallaties zijn toegestaan.;Inspire;;Ministerie van Economische Zaken - Directie Dierlijke Agroketens en Dierenwelzijn;"=HYPERLINK(""http://geodata.nationaalgeoregister.nl/mosselzaadinvanginstallaties/wfs?SERVICE=WFS&VERSION=1.1.0&REQUEST=GetFeature&TYPENAME=mosselzaadinvanginstallaties&OUTPUTFORMAT=json&SRSNAME=EPSG:4326"")";;"=HYPERLINK(""http://geodata.nationaalgeoregister.nl/mosselzaadinvanginstallaties/wms?SERVICE=WMS&VERSION=1.0.0&REQUEST=GetMap&LAYERS=mosselzaadinvanginstallaties&STYLES=&BBOX=13014,306243,286599,623492&WIDTH=400&HEIGHT=500&FORMAT=image/png&SRS=EPSG:28992"")";mosselzaadinvanginstallaties
